 | Municípios |  | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Lagoa Formosa |  | 0 | 0 | 322.61997737599995 | 323.99221006599987 | 325.36444275599996 | 428.268804846 | 429.30572407899996 | 430.342643312 | 431.37956254499994 | 503.742911762 | 505.00017360499993 | 505.4685652719999 | 505.93695693899997 | 578.108760798 | 578.643473409 | 579.234471558 | 578.89675833 | 578.5590451019999 | 578.221331874 | 577.883618646 | 577.5459054179998 | 577.2081921899999 | 576.8704789620001 | 576.532765734 | 576.1950525059999 | 575.857339278 | 575.51962605 | 575.181912822 | 574.8441995939999 | 574.506486366
 | Patos de Minas |  | 0 | 0 | 3472.21634648 | 3490.68155612 | 3509.14676576 | 4624.00580324 | 4648.26242058 | 4672.51903792 | 4696.77565526 | 5499.7592454000005 | 5527.956119580001 | 5546.966957080001 | 5565.977794580001 | 6375.78348264 | 6397.486120140001 | 6419.15403342 | 6432.24506436 | 6445.3360953 | 6458.42712624 | 6471.51815718 | 6484.5744639 | 6497.665494839999 | 6510.756525779999 | 6523.847556719999 | 6536.93858766 | 6550.0296186000005 | 6563.120649539999 | 6576.21168048 | 6589.3027114199995 | 6602.39374236
 | Presidente Olegário |  | 0 | 0 | 306.89580514 | 306.072465526 | 305.24912591199995 | 399.002288535 | 397.11890462199995 | 395.23552070899996 | 393.35213679599997 | 456.040918307 | 453.82222093699994 | 450.8146533909999 | 447.807085845 | 507.779981067 | 504.34656324900004 | 500.856859893 | 497.14201438500004 | 493.427168877 | 489.712323369 | 485.99747786099994 | 482.338917891 | 478.624072383 | 474.909226875 | 471.194381367 | 467.47953585899995 | 463.764690351 | 460.04984484299996 | 456.334999335 | 452.62015382699997 | 448.905308319
 | Rio Paranaíba |  | 155.077128918 | 251.63518751799995 | 253.79847199399995 | 255.96175646999998 | 258.12504094599996 | 341.14642765699995 | 343.38955905899996 | 345.6326904609999 | 347.875821863 | 407.87053318500006 | 410.508317836 | 412.603754241 | 414.699190646 | 475.8097954830001 | 478.201930848 | 480.6222089820001 | 482.170061277 | 483.717913572 | 485.26576586699997 | 486.81361816199995 | 488.38961322600005 | 489.9374655209999 | 491.48531781599996 | 493.03317011099995 | 494.581022406 | 496.1288747009999 | 497.676726996 | 499.224579291 | 500.772431586 | 502.320283881
 | Serra do Salitre |  | 0 | 0 | 207.01340922199998 | 208.80538367599996 | 210.59735813 | 278.444556486 | 280.43374848400003 | 282.42294048200006 | 284.41213247999997 | 333.64278006199993 | 335.93543401100004 | 337.56247874900004 | 339.189523487 | 389.073781425 | 390.931204179 | 392.844912471 | 394.195765383 | 395.546618295 | 396.89747120699997 | 398.24832411899996 | 399.655462569 | 401.006315481 | 402.357168393 | 403.70802130500005 | 405.058874217 | 406.409727129 | 407.76058004099997 | 409.11143295299996 | 410.46228586499996 | 411.81313877699995
 | Total |  | 458.18653174199994 | 739.5204125119999 | 5289.491208968 | 5313.833938242001 | 5338.176667516001 | 7029.222622005999 | 7056.948803343 | 7084.674984679999 | 7112.401166017001 | 8317.880311866 | 8350.120570126 | 8368.789000337001 | 8387.457430548 | 9596.373770247003 | 9617.685518010001 | 9639.098490912 | 9647.664511839 | 9656.230532766001 | 9664.796553692999 | 9673.36257462 | 9681.954921351 | 9690.520942277997 | 9699.086963204998 | 9707.652984132 | 9716.219005059 | 9724.785025985999 | 9733.351046913 | 9741.917067839999 | 9750.483088766998 | 9759.049109693999
 | Total (t/dia) |  | 1.4638547339999999 | 2.3626850239999997 | 16.899332936 | 16.977105234000003 | 17.054877532000003 | 22.457580261999997 | 22.546162311 | 22.63474436 | 22.723326409000002 | 26.574697481999998 | 26.677701502 | 26.737345049000005 | 26.796988596 | 30.659341119000008 | 30.727429770000004 | 30.795841824 | 30.823209303000002 | 30.850576782000005 | 30.877944260999996 | 30.90531174 | 30.932763327 | 30.96013080599999 | 30.987498284999994 | 31.014865764000003 | 31.042233243 | 31.069600721999997 | 31.096968201 | 31.124335679999994 | 31.151703158999993 | 31.179070637999995
 | ENVIO À CTR - RSD APÓS COLETA SELETIVA (t/ano)
 | Municípios |  | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Arapuá |  | 563.150226 | 559.952931 | 515.5557189360001 | 512.595023766 | 509.634328596 | 494.088867153 | 490.4318011320001 | 486.774735111 | 483.11766909000005 | 470.965177101 | 467.75104301399995 | 463.591575372 | 459.43210773000004 | 447.060281304 | 442.97584351800003 | 439.077061995 | 434.806967946 | 430.536873897 | 426.266779848 | 421.99668579900003 | 417.355279224 | 413.08518517500005 | 408.815091126 | 404.544997077 | 400.27490302800004 | 396.004808979 | 391.73471493 | 387.46462088100003 | 383.194526832 | 378.924432783
 | Coromandel |  | 6286.2254411760005 | 6105.158356006 | 6108.592646468 | 6112.026936929999 | 6115.461227391999 | 5967.308310453 | 5958.443338218 | 5949.5783659829995 | 5940.713393748 | 5826.743687576999 | 5818.035791261999 | 5801.200525052999 | 5784.365258844 | 5663.493374955 | 5646.961788858001 | 5630.050166298999 | 5606.297887423999 | 5582.545608548999 | 5558.793329673999 | 5535.041050798999 | 5511.478790154999 | 5487.726511279999 | 5463.9742324049985 | 5440.221953529999 | 5416.469674654999 | 5392.717395779999 | 5368.965116904999 | 5345.212838029999 | 5321.460559154999 | 5297.708280279999
 | Cruzeiro da Fortaleza |  | 777.1558380000001 | 778.00845 | 721.225343412 | 722.0148621239999 | 722.8043808360001 | 706.0062192120001 | 705.813742053 | 705.621264894 | 705.4287877350001 | 692.740429104 | 692.1732289710001 | 690.6606952830001 | 689.1481615950001 | 675.231828531 | 673.7465784270001 | 672.4469845860001 | 670.21910943 | 667.9912342740001 | 665.763359118 | 663.5354839620001 | 661.307608806 | 659.0797336500001 | 656.851858494 | 654.623983338 | 652.396108182 | 650.168233026 | 647.94035787 | 645.712482714 | 643.484607558 | 641.256732402
 | Guimarânia |  | 1856.851842 | 1874.04681 | 1751.289886428 | 1767.212426796 | 1783.1349671639998 | 1754.1876479399998 | 1767.681399078 | 1781.175150216 | 1794.668901354 | 1776.124333068 | 1789.1974215960001 | 1799.7285206880001 | 1810.25961978 | 1787.9466923759999 | 1798.2878280120003 | 1808.9855545320002 | 1816.473963096 | 1823.96237166 | 1831.4507802240003 | 1838.9391887880001 | 1846.0710064680004 | 1853.5594150319998 | 1861.0478235960002 | 1868.53623216 | 1876.0246407240002 | 1883.5130492880003 | 1891.001457852 | 1898.489866416 | 1905.9782749800002 | 1913.466683544
 | Lagoa Formosa |  | 4322.642054 | 4341.1857390000005 | 4037.1094466239992 | 4054.280898933999 | 4071.4523512439996 | 3986.873513154 | 3996.5264829209996 | 4006.179452688 | 4015.8324224549992 | 3954.158962238 | 3964.027911394999 | 3967.7045787279994 | 3971.3812460609997 | 3903.3545012020004 | 3906.964847591 | 3910.9552304419994 | 3908.6750116699995 | 3906.3947928979997 | 3904.114574126 | 3901.8343553539994 | 3899.554136581999 | 3897.273917809999 | 3894.9936990380006 | 3892.713480266 | 3890.4332614939995 | 3888.1530427220005 | 3885.87282395 | 3883.5926051779993 | 3881.3123864059994 | 3879.032167634
 | Patos de Minas |  | 46422.7828 | 46672.31266 | 43449.62617352 | 43680.69082388 | 43911.75547424 | 43046.157116760005 | 43271.96871942 | 43497.78032208 | 43723.59192474 | 43170.67655460001 | 43392.009540420004 | 43541.23620292 | 43690.462865420006 | 43048.894677360004 | 43195.42953986001 | 43341.72994658 | 43430.11977563999 | 43518.5096047 | 43606.899433759994 | 43695.289262820006 | 43783.4446361 | 43871.83446515999 | 43960.22429421999 | 44048.61412327999 | 44137.00395234 | 44225.3937814 | 44313.78361046 | 44402.17343952 | 44490.563268579994 | 44578.95309764
 | Presidente Olegário |  | 4169.493031999999 | 4158.366821 | 3840.34480486 | 3830.041933474 | 3819.7390620879996 | 3714.423366465 | 3696.8904213779997 | 3679.3574762909993 | 3661.824531204 | 3579.719420693 | 3562.3036280629995 | 3538.6955536089995 | 3515.087479155 | 3428.498941933 | 3405.316717751 | 3381.754457107 | 3356.672050615 | 3331.5896441229997 | 3306.507237631 | 3281.4248311389997 | 3256.7224611089996 | 3231.640054617 | 3206.557648125 | 3181.4752416329998 | 3156.3928351409995 | 3131.310428649 | 3106.228022157 | 3081.145615665 | 3056.0632091729994 | 3030.980802681
 | Rio Paranaíba |  | 3216.164804082 | 3148.840319482 | 3175.9106090059995 | 3202.9808985299996 | 3230.051188054 | 3175.8270533429995 | 3196.7089879409996 | 3217.590922538999 | 3238.4728571369997 | 3201.603211815 | 3222.308654164 | 3238.756902759 | 3255.205151354 | 3212.6382315170003 | 3228.789781152 | 3245.131349018 | 3255.5823517229996 | 3266.033354428 | 3276.484357133 | 3286.935359838 | 3297.576380774 | 3308.0273834789996 | 3318.4783861839996 | 3328.9293888889997 | 3339.380391594 | 3349.8313942989994 | 3360.282397004 | 3370.733399709 | 3381.1844024139996 | 3391.635405119
 | Serra do Salitre |  | 2749.0467609999996 | 2773.262632 | 2590.4650937779998 | 2612.8889903239997 | 2635.31288687 | 2592.117881514 | 2610.6358235160005 | 2629.153765518 | 2647.6717075199995 | 2618.9481939379993 | 2636.9445129890005 | 2649.716094251 | 2662.487675513 | 2627.002043575 | 2639.543246821 | 2652.4644865289997 | 2661.5853616169998 | 2670.706236705 | 2679.827111793 | 2688.947986881 | 2698.448898431 | 2707.569773519 | 2716.6906486069997 | 2725.8115236950002 | 2734.932398783 | 2744.053273871 | 2753.1741489589995 | 2762.2950240469995 | 2771.4158991349996 | 2780.5367742229996
 | Total |  | 70363.512798258 | 70411.134718488 | 66190.119723032 | 66494.73279475799 | 66799.345866484 | 65436.989975994 | 65695.100715657 | 65953.21145532 | 66211.322194983 | 65291.67997013401 | 65544.751731874 | 65691.290648663 | 65837.829565452 | 64794.120572753 | 64938.016171990006 | 65082.59523708801 | 65140.43247916099 | 65198.269721234 | 65256.106963306986 | 65313.94420538 | 65371.959197649 | 65429.79643972198 | 65487.633681794985 | 65545.470923868 | 65603.308165941 | 65661.145408014 | 65718.982650087 | 65776.81989216 | 65834.657134233 | 65892.49437630599
 | ENVIO À CTR - RPU (t/ano)
 | Municípios |  | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Arapuá |  | 132.34030311 | 131.588938785 | 130.83757446 | 130.08621013500002 | 129.33484581 | 128.58348148500002 | 127.63175333999999 | 126.68002519500001 | 125.72829705000001 | 124.776568905 | 123.92502267 | 122.82302166 | 121.72102065 | 120.61901964 | 119.51701863000001 | 118.465108575 | 117.31301661 | 116.16092464500001 | 115.00883268 | 113.856740715 | 112.60446684000001 | 111.452374875 | 110.30028291 | 109.14819094500001 | 107.99609898 | 106.84400701500002 | 105.69191505 | 104.539823085 | 103.38773112000001 | 102.235639155
 | Coromandel |  | 1548.4936883399996 | 1549.3652415349998 | 1550.2367947299997 | 1551.1083479249996 | 1551.9799011199998 | 1552.9539899849997 | 1550.6469374099997 | 1548.3398848349998 | 1546.0328322599996 | 1543.7257796849997 | 1541.4187271099997 | 1536.958425465 | 1532.4981238199996 | 1528.0378221749995 | 1523.57752053 | 1519.0146832149996 | 1512.6062038399996 | 1506.1977244649997 | 1499.7892450899997 | 1493.3807657149998 | 1487.0235541749998 | 1480.6150747999995 | 1474.2065954249997 | 1467.7981160499999 | 1461.3896366749998 | 1454.9811572999997 | 1448.5726779249997 | 1442.1641985499998 | 1435.7557191749997 | 1429.3472397999997
 | Cruzeiro da Fortaleza |  | 182.63162193 | 182.83198575 | 183.03234957 | 183.23271339000001 | 183.43307721000002 | 183.73362294 | 183.683531985 | 183.63344103 | 183.583350075 | 183.53325912 | 183.382986255 | 182.98225861500003 | 182.581530975 | 182.18080333500004 | 181.780075695 | 181.42943901000004 | 180.82834755000002 | 180.22725609 | 179.62616463 | 179.02507317 | 178.42398171 | 177.82289025000003 | 177.22179879 | 176.62070733000002 | 176.01961587000002 | 175.41852441 | 174.81743295 | 174.21634149000002 | 173.61525003000003 | 173.01415857
 | Guimarânia |  | 436.36018286999996 | 440.40100035 | 444.44181783 | 448.48263531 | 452.52345278999996 | 456.5161653 | 460.02782811000003 | 463.53949091999993 | 467.05115372999995 | 470.56281654 | 474.02637438 | 476.81646264 | 479.60655089999995 | 482.39663915999995 | 485.18672742 | 488.07302561999995 | 490.09343435999995 | 492.11384309999994 | 494.13425183999993 | 496.15466058 | 498.0788593799999 | 500.09926812000003 | 502.11967686 | 504.14008559999996 | 506.16049433999996 | 508.18090307999995 | 510.20131182 | 512.22172056 | 514.2421293 | 516.26253804
 | Lagoa Formosa |  | 1015.8208826899997 | 1020.1786486649997 | 1024.5364146399997 | 1028.8941806149999 | 1033.2519465899998 | 1037.5584447299998 | 1040.0705686449999 | 1042.5826925599997 | 1045.0948164749998 | 1047.6069403899999 | 1050.2215999749997 | 1051.1956888399998 | 1052.169777705 | 1053.1438665699998 | 1054.1179554349999 | 1055.19457997 | 1054.5793659499998 | 1053.9641519299996 | 1053.34893791 | 1052.7337238899997 | 1052.1185098699998 | 1051.5032958499999 | 1050.88808183 | 1050.2728678099998 | 1049.6576537899998 | 1049.0424397699999 | 1048.4272257499997 | 1047.8120117299998 | 1047.1967977099998 | 1046.5815836899997
 | Patos de Minas |  | 10909.353957999998 | 10967.993475099998 | 11026.632992199999 | 11085.272509299999 | 11143.9120264 | 11202.4882862 | 11261.254317899999 | 11320.020349599998 | 11378.786381299999 | 11437.552413 | 11496.191930099998 | 11535.727742599998 | 11575.263555099998 | 11614.799367599997 | 11654.335180099997 | 11693.807735299997 | 11717.655737399999 | 11741.503739499998 | 11765.3517416 | 11789.199743699999 | 11812.984488499997 | 11836.8324906 | 11860.6804927 | 11884.528494799997 | 11908.3764969 | 11932.224498999998 | 11956.072501099998 | 11979.9205032 | 12003.768505299999 | 12027.616507399998
 | Presidente Olegário |  | 979.8308625199998 | 977.2162029349998 | 974.6015433499998 | 971.9868837649998 | 969.3722241799998 | 966.6550289249998 | 962.0921916099999 | 957.5293542949997 | 952.9665169799998 | 948.4036796649998 | 943.7895745149999 | 937.5348986449999 | 931.2802227749997 | 925.0255469049998 | 918.7708710349998 | 912.4136594949998 | 905.6463052749998 | 898.8789510549998 | 892.1115968349999 | 885.3442426149999 | 878.6794240649999 | 871.9120698449998 | 865.1447156249999 | 858.3773614049999 | 851.6100071849999 | 844.8426529649997 | 838.0752987449999 | 831.3079445249998 | 824.5405903049998 | 817.7732360849998
 | Rio Paranaíba |  | 792.2418542549999 | 799.1117441449999 | 805.9816340349997 | 812.8515239249999 | 819.7214138149999 | 826.4887680349998 | 831.9231585449998 | 837.3575490549998 | 842.7919395649999 | 848.226330075 | 853.7119884199997 | 858.0697543949998 | 862.4275203699998 | 866.7852863449998 | 871.1430523199998 | 875.5520861299998 | 878.3718170549998 | 881.1915479799998 | 884.0112789049998 | 886.8310098299999 | 889.7020085899999 | 892.5217395149998 | 895.3414704399999 | 898.1612013649999 | 900.9809322899998 | 903.8006632149999 | 906.6203941399999 | 909.4401250649998 | 912.2598559899999 | 915.0795869149998
 | Serra do Salitre |  | 646.0259888349999 | 651.7167185199999 | 657.4074482049998 | 663.09817789 | 668.7889075749998 | 674.5821729299998 | 679.4013494199999 | 684.2205259099999 | 689.0397023999999 | 693.8588788899999 | 698.626787545 | 702.0104646549999 | 705.3941417649999 | 708.7778188749998 | 712.1614959849999 | 715.6477087649998 | 718.1085648449999 | 720.5694209249998 | 723.0302770049998 | 725.4911330849999 | 728.0545248349999 | 730.5153809149999 | 732.9762369949998 | 735.4370930749999 | 737.8979491549999 | 740.3588052349997 | 742.8196613149998 | 745.2805173949998 | 747.7413734749999 | 750.2022295549998
 | Total |  | 16643.09934255 | 16720.403955785 | 16797.708569019997 | 16875.013182254996 | 16952.31779549 | 17029.559960529998 | 17096.731636964996 | 17163.9033134 | 17231.074989834997 | 17298.24666627 | 17365.294990969996 | 17404.118717514997 | 17442.942444059994 | 17481.76617060499 | 17520.58989715 | 17559.598026079995 | 17575.202792884997 | 17590.807559689994 | 17606.412326495 | 17622.017093299997 | 17637.669817964994 | 17653.27458477 | 17668.879351574997 | 17684.484118379998 | 17700.088885184996 | 17715.693651989997 | 17731.298418795 | 17746.9031856 | 17762.507952404998 | 17778.11271921
 | Total (t/dia) |  | 53.17284134999999 | 53.419820945000005 | 53.66680053999999 | 53.91378013499999 | 54.160759729999995 | 54.407539809999996 | 54.62214580499999 | 54.836751799999995 | 55.05135779499999 | 55.265963789999994 | 55.48017568999999 | 55.60421315499999 | 55.72825061999998 | 55.85228808499997 | 55.97632555 | 56.100952159999984 | 56.150807644999986 | 56.20066312999998 | 56.250518615 | 56.30037409999999 | 56.35038280499998 | 56.40023829 | 56.45009377499999 | 56.499949259999994 | 56.54980474499999 | 56.59966022999999 | 56.64951571499999 | 56.6993712 | 56.749226685 | 56.79908217
 | Meta de orgânicos destinados para tratamento biológico (toneladas/ano)
 |  |  | Ano 1 | Ano 2 | Ano 3 | Ano 4 | Ano 5 | Ano 6 | Ano 7 | Ano 8 | Ano 9 | Ano 10 | Ano 11 | Ano 12 | Ano 13 | Ano 14 | Ano 15 | Ano 16 | Ano 17 | Ano 18 | Ano 19 | Ano 20 | Ano 21 | Ano 22 | Ano 23 | Ano 24 | Ano 25 | Ano 26 | Ano 27 | Ano 28 | Ano 29 | Ano 30
 | Meta - NT 01/24 |  | 0.036 | 0.072 | 0.072 | 0.072 | 0.072 | 0.108 | 0.108 | 0.108 | 0.108 | 0.144 | 0.144 | 0.144 | 0.144 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181 | 0.181
 | Arapuá |  | 20.273408135999997 | 40.316611032 | 40.086405792 | 39.856200552 | 39.62599531199999 | 59.093685108 | 58.656295152000006 | 58.218905196 | 57.781515240000004 | 76.45883371199999 | 75.937035168 | 75.26176646399999 | 74.58649776 | 92.902308744 | 92.05353349800001 | 91.243338945 | 90.35598300599999 | 89.468627067 | 88.581271128 | 87.69391518900001 | 86.729397864 | 85.842041925 | 84.954685986 | 84.067330047 | 83.17997410800001 | 82.29261816900001 | 81.40526223 | 80.517906291 | 79.630550352 | 78.743194413
 | Coromandel |  | 237.216054384 | 474.69913783199996 | 474.96616689599995 | 475.2331959599999 | 475.5002250239999 | 713.6980039079999 | 712.6377414479999 | 711.5774789879999 | 710.5172165280001 | 945.9426054239998 | 944.5289221439998 | 941.7958011359998 | 939.0626801279999 | 1176.9142375049998 | 1173.4788562380002 | 1169.9645006889998 | 1165.0286080639999 | 1160.0927154389997 | 1155.1568228139997 | 1150.2209301889998 | 1145.3245247049997 | 1140.3886320799998 | 1135.4527394549998 | 1130.5168468299998 | 1125.5809542049997 | 1120.6450615799997 | 1115.7091689549998 | 1110.7732763299998 | 1105.8373837049996 | 1100.9014910799997
 | Cruzeiro da Fortaleza |  | 27.977610168000002 | 56.016608399999996 | 56.077996464 | 56.139384527999994 | 56.200772592 | 84.43928203200002 | 84.416261508 | 84.393240984 | 84.37022046000001 | 112.462933248 | 112.370851152 | 112.12529889600002 | 111.87974664000001 | 140.317980441 | 140.00933489700003 | 139.73927004600003 | 139.27630173 | 138.813333414 | 138.350365098 | 137.887396782 | 137.424428466 | 136.96146015 | 136.498491834 | 136.035523518 | 135.572555202 | 135.109586886 | 134.64661857 | 134.18365025399999 | 133.72068193799998 | 133.25771362199998
 | Guimarania |  | 66.846666312 | 134.93137031999998 | 136.169408016 | 137.407445712 | 138.645483408 | 209.80317384 | 211.41704440799998 | 213.030914976 | 214.644785544 | 288.34487481599996 | 290.46722515199997 | 292.176896256 | 293.88656735999996 | 371.548049736 | 373.69701133200005 | 375.920075052 | 377.47621965599996 | 379.03236425999995 | 380.588508864 | 382.144653468 | 383.6266959480001 | 385.18284055199996 | 386.738985156 | 388.29512976 | 389.851274364 | 391.40741896800006 | 392.96356357199994 | 394.519708176 | 396.07585278 | 397.631997384
 | Lagoa Formosa |  | 155.61511394399997 | 312.565373208 | 313.9005185279999 | 315.2356638479999 | 316.5708091679999 | 476.835370344 | 477.98987835599996 | 479.14438636799997 | 480.29889437999987 | 641.937869856 | 643.5400442399998 | 644.1369327359998 | 644.733821232 | 811.144850422 | 811.8951061009999 | 812.7243360619999 | 812.2504903699999 | 811.7766446779999 | 811.302798986 | 810.8289532939998 | 810.3551076019999 | 809.8812619099998 | 809.4074162180001 | 808.9335705259999 | 808.4597248339999 | 807.985879142 | 807.51203345 | 807.0381877579998 | 806.5643420659998 | 806.0904963739999
 | Patos de Minas |  | 1671.2201808 | 3360.40651152 | 3378.3726614400002 | 3396.33881136 | 3414.30496128 | 5148.37759536 | 5175.38496312 | 5202.3923308799995 | 5229.39969864 | 7008.5427552 | 7044.4750550399995 | 7068.70125504 | 7092.9274550400005 | 8945.86674696 | 8976.31773446 | 9006.720000379999 | 9025.088036039999 | 9043.456071699999 | 9061.824107359998 | 9080.19214302 | 9098.511457100001 | 9116.87949276 | 9135.247528419997 | 9153.615564079999 | 9171.983599739999 | 9190.3516354 | 9208.719671059998 | 9227.08770672 | 9245.455742379998 | 9263.82377804
 | Presidente Olegário |  | 150.10174915199997 | 299.4024111119999 | 298.60132391999997 | 297.80023672799996 | 296.99914953599995 | 444.24997074 | 442.1530072079999 | 440.05604367599994 | 437.9590801439999 | 581.1494888159999 | 578.322122256 | 574.4894698079999 | 570.65681736 | 712.4664850629999 | 707.649053861 | 702.7526483769999 | 697.540345765 | 692.328043153 | 687.1157405409999 | 681.9034379289999 | 676.770109599 | 671.5578069869999 | 666.345504375 | 661.133201763 | 655.9208991509998 | 650.708596539 | 645.4962939269999 | 640.283991315 | 635.071688703 | 629.859386091
 | Rio Paranaíba |  | 121.364709588 | 244.83423650399996 | 246.93905383199996 | 249.04387115999998 | 251.14868848799995 | 379.83313594799995 | 382.33064307599994 | 384.8281502039999 | 387.325657332 | 519.76421928 | 523.125643968 | 525.7959346079999 | 528.4662252479999 | 667.6090928870001 | 670.965499872 | 674.361393998 | 676.5331867529999 | 678.704979508 | 680.8767722629999 | 683.0485650179999 | 685.259844914 | 687.4316376689999 | 689.603430424 | 691.7752231789999 | 693.947015934 | 696.1188086889998 | 698.290601444 | 700.462394199 | 702.6341869539999 | 704.805979709
 | Serra do Salitre |  | 98.96568339599997 | 199.67490950399997 | 201.41845221599996 | 203.16199492799996 | 204.90553763999998 | 310.020743304 | 312.235513776 | 314.450284248 | 316.66505471999994 | 425.1731002559999 | 428.09471236800005 | 430.168114512 | 432.24151665599993 | 545.909724325 | 548.515875631 | 551.201001219 | 553.096383987 | 554.991766755 | 556.887149523 | 558.7825322909999 | 560.756889341 | 562.652272109 | 564.5476548769999 | 566.443037645 | 568.3384204129999 | 570.2338031809999 | 572.1291859489999 | 574.0245687169999 | 575.919951485 | 577.815334253
 | Total |  | 2549.58117588 | 5122.847169432 | 5146.531987104001 | 5170.216804776 | 5193.901622448 | 7826.350960583999 | 7857.2213480519995 | 7888.091735519999 | 7918.962122987999 | 10599.776680607998 | 10640.861611487999 | 10664.651469456001 | 10688.441327424001 | 13464.679476083 | 13494.582005889999 | 13524.626564768 | 13536.645555370998 | 13548.664545973998 | 13560.683536576997 | 13572.70252718 | 13584.758455539002 | 13596.777446142 | 13608.796436744997 | 13620.815427347998 | 13632.834417950997 | 13644.853408554 | 13656.872399156997 | 13668.891389759998 | 13680.910380362997 | 13692.929370966
 | Total (t/dia) |  | 8.14562676 | 16.366923864 | 16.442594208000003 | 16.518264551999998 | 16.593934896 | 25.004316167999995 | 25.102943604 | 25.201571039999997 | 25.300198475999995 | 33.86510121599999 | 33.99636297599999 | 34.072368912 | 34.148374848 | 43.018145290999996 | 43.113680529999996 | 43.209669536 | 43.24806886699999 | 43.286468197999994 | 43.32486752899999 | 43.363266859999996 | 43.401784203000005 | 43.440183534 | 43.47858286499999 | 43.516982195999994 | 43.55538152699999 | 43.593780857999995 | 43.63218018899999 | 43.67057951999999 | 43.70897885099999 | 43.747378182
 | Parcela dos orgânicos destinados para tratamento biológico a ser coletada de forma seletiva (toneladas/ano)
 |  |  | Ano 1 | Ano 2 | Ano 3 | Ano 4 | Ano 5 | Ano 6 | Ano 7 | Ano 8 | Ano 9 | Ano 10 | Ano 11 | Ano 12 | Ano 13 | Ano 14 | Ano 15 | Ano 16 | Ano 17 | Ano 18 | Ano 19 | Ano 20 | Ano 21 | Ano 22 | Ano 23 | Ano 24 | Ano 25 | Ano 26 | Ano 27 | Ano 28 | Ano 29 | Ano 30
 | Meta - NT 01/24 |  |  |  |  |  |  |  |  | 0.1 | 0.118 | 0.136 | 0.154 | 0.172 | 0.19 | 0.208 | 0.226 | 0.244 | 0.262 | 0.28 | 0.298 | 0.316 | 0.334 | 0.352 | 0.37 | 0.388 | 0.406 | 0.424 | 0.442 | 0.46 | 0.478 | 0.5
 | Arapuá |  | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5.8218905196 | 6.81821879832 | 10.398401384831999 | 11.694303415872 | 12.945023831807998 | 14.171434574400001 | 19.323680218752 | 20.804098570548003 | 22.263374702580002 | 23.673267547572 | 25.05121557876 | 26.397218796144 | 27.711277199724 | 28.967618886576005 | 30.2163987576 | 31.43323381482 | 32.618124058236 | 33.77106948784801 | 34.892070103656 | 35.98112590566 | 37.03823689386 | 38.063403068256 | 39.3715972065
 | Coromandel |  | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 71.1577478988 | 83.84103155030401 | 128.648194337664 | 145.45745401017598 | 161.98887779539194 | 178.42190922432 | 244.79816140103995 | 265.20622150978807 | 285.47133816811595 | 305.237495312768 | 324.82596032291997 | 344.2367331985719 | 363.4698139397239 | 382.53839125146993 | 401.4167984921599 | 420.11751359834994 | 438.64053657003996 | 456.9858674072299 | 475.1535061099199 | 493.1434526781099 | 510.95570711179994 | 528.5902694109898 | 550.4507455399998
 | Cruzeiro da Fortaleza |  | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 8.4393240984 | 9.955686014280001 | 15.294958921728002 | 17.305111077408 | 19.285551410112003 | 21.2571518616 | 29.186139931728 | 31.64210968672201 | 34.096381891224006 | 36.49039105326 | 38.86773335592 | 41.228408799204 | 43.572417383112 | 45.899759107644 | 48.2104339728 | 50.50444197858 | 52.781783124983995 | 55.042457412012 | 57.28646483966399 | 59.51380540794 | 61.724479116839994 | 63.91848596636399 | 66.62885681099999
 | Guimarania |  | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 21.3030914976 | 25.328084694192 | 39.214902974976 | 44.731952673407996 | 50.254426156032 | 55.83844779839999 | 77.281994345088 | 84.45552456103201 | 91.724498312688 | 98.89876954987199 | 106.12906199279999 | 113.415375641472 | 120.757710495888 | 128.13131644663204 | 135.58435987430397 | 143.09342450772002 | 150.65851034688 | 158.279617391784 | 165.95674564243203 | 173.68989509882397 | 181.47906576096 | 189.32425762884 | 198.815998692
